"Music","Slow.songs.or.fast.songs","Dance","Folk","Country","Classical.music","Musical","Pop","Rock","Metal.or.Hardrock","Punk","Hiphop..Rap","Reggae..Ska","Swing..Jazz","Rock.n.roll","Alternative","Latino","Techno..Trance","Opera","Movies","Horror","Thriller","Comedy","Romantic","Sci.fi","War","Fantasy.Fairy.tales","Animated","Documentary","Western","Action","History","Psychology","Politics","Mathematics","Physics","Internet","PC","Economy.Management","Biology","Chemistry","Reading","Geography","Foreign.languages","Medicine","Law","Cars","Art.exhibitions","Religion","Countryside..outdoors","Dancing","Musical.instruments","Writing","Passive.sport","Active.sport","Gardening","Celebrities","Shopping","Science.and.technology","Theatre","Fun.with.friends","Adrenaline.sports","Pets","Flying","Storm","Darkness","Heights","Spiders","Snakes","Rats","Ageing","Dangerous.dogs","Fear.of.public.speaking","Smoking","Alcohol","Healthy.eating","Daily.events","Prioritising.workload","Writing.notes","Workaholism","Thinking.ahead","Final.judgement","Reliability","Keeping.promises","Loss.of.interest","Friends.versus.money","Funniness","Fake","Criminal.damage","Decision.making","Elections","Self.criticism","Judgment.calls","Hypochondria","Empathy","Eating.to.survive","Giving","Compassion.to.animals","Borrowed.stuff","Loneliness","Cheating.in.school","Health","Changing.the.past","God","Dreams","Charity","Number.of.friends","Punctuality","Lying","Waiting","New.environment","Mood.swings","Appearence.and.gestures","Socializing","Achievements","Responding.to.a.serious.letter","Children","Assertiveness","Getting.angry","Knowing.the.right.people","Public.speaking","Unpopularity","Life.struggles","Happiness.in.life","Energy.levels","Small...big.dogs","Personality","Finding.lost.valuables","Getting.up","Interests.or.hobbies","Parents_.advice","Questionnaires.or.polls","Internet.usage","Finances","Shopping.centres","Branded.clothing","Entertainment.spending","Spending.on.looks","Spending.on.gadgets","Spending.on.healthy.eating","Age","Height","Weight","Number.of.siblings","Gender","Left...right.handed","Education","Only.child","Village...town","House...block.of.flats","Recoded Age_1"
5,3,3,3,2,3,3,4,3,1,1,5,3,2,3,3,3,3,1,5,5,5,5,5,2,5,5,5,3,2,2,3,3,2,1,1,3,1,2,5,5,2,3,2,3,2,1,1,1,4,5,2,1,5,5,2,3,5,3,4,5,4,5,1,1,1,1,1,1,1,5,3,2,3,2,5,1,3,3,1,3,5,3,3,5,1,3,2,3,3,1,2,3,1,3,2,2,5,4,3,5,4,5,3,4,2,2,1,2,3,4,3,5,5,5,4,3,3,3,4,4,3,4,4,4,4,4,1,5,4,2,2,3,1,5,4,3,5,4,5,16,153,62,1,1,2,2,1,1,1,1
5,3,1,1,1,4,1,2,5,1,1,1,1,2,2,5,2,1,2,5,3,4,4,3,2,5,5,5,5,1,4,2,2,5,1,1,5,4,1,1,1,3,5,2,1,3,1,5,1,5,1,1,1,5,3,1,2,3,3,1,3,1,1,4,1,1,3,5,5,5,5,5,5,4,2,3,3,1,5,3,1,1,3,3,3,3,5,3,5,3,1,5,3,5,5,1,1,2,2,4,5,2,3,1,3,3,4,3,1,3,5,5,2,5,3,3,5,4,3,5,5,2,4,3,3,1,3,3,5,4,4,4,3,2,2,1,3,1,1,2,17,176,60,1,1,2,2,1,1,1,1
4,3,3,1,2,2,1,3,3,3,2,4,2,2,2,1,2,4,2,5,5,5,5,3,5,5,4,4,3,2,5,5,2,3,2,1,5,3,2,1,1,1,5,3,3,1,2,1,2,3,1,1,1,3,3,1,2,2,2,1,3,3,3,1,1,2,2,1,2,1,4,2,4,4,3,3,2,1,2,3,3,2,2,4,5,3,3,3,5,2,1,1,4,1,2,3,3,3,4,3,5,2,5,5,4,1,3,2,1,2,1,4,3,4,3,2,2,5,4,3,5,3,1,3,3,4,3,3,5,3,3,2,3,1,2,3,5,3,5,2,17,185,84,1,2,1,2,2,1,1,1
5,3,5,2,2,2,3,5,3,1,1,5,2,3,1,1,2,3,1,5,1,3,5,3,3,3,2,3,2,1,1,2,1,3,1,1,3,3,3,1,1,2,1,3,1,5,5,2,1,5,2,1,1,1,5,2,2,4,3,1,5,5,2,2,2,2,2,4,3,3,3,4,3,2,3,3,2,4,2,3,2,3,3,5,1,3,2,2,2,2,3,4,4,2,3,1,3,3,3,3,1,3,3,3,3,3,4,1,4,2,3,3,3,3,3,1,4,3,3,3,4,4,3,5,4,4,4,3,3,4,5,3,3,3,3,2,3,3,3,3,17,185,82,1,2,2,3,2,1,2,1
4,3,2,2,1,4,1,2,4,4,3,2,1,1,2,3,2,2,3,5,3,5,5,4,3,2,4,4,3,1,5,1,3,2,3,2,4,4,1,1,1,2,1,4,1,1,2,1,1,1,1,5,4,4,1,1,1,4,2,3,2,1,3,1,1,2,4,5,3,2,5,4,2,3,3,3,1,2,3,2,2,1,4,5,3,4,2,5,1,2,3,2,4,1,5,2,1,5,4,5,2,1,4,3,2,2,1,2,2,3,2,5,4,1,4,3,4,4,4,2,1,3,5,2,3,4,4,2,2,1,2,2,3,1,3,4,2,3,3,3,17,168,61,1,1,2,2,1,1,1,1
5,4,5,2,2,5,4,5,5,2,2,3,3,3,2,3,5,3,2,5,5,5,5,3,3,3,3,5,3,1,5,2,5,3,1,3,5,3,2,3,3,3,4,5,4,2,5,4,2,4,5,3,3,3,4,3,1,5,4,4,5,3,3,1,1,4,5,5,5,3,5,5,2,4,3,3,5,1,3,2,3,2,5,5,5,3,2,3,1,5,5,5,5,2,3,1,3,3,5,5,5,4,3,3,3,3,3,2,2,2,3,3,5,3,3,3,1,3,3,4,3,5,3,4,2,1,3,3,3,3,3,5,3,3,5,5,4,5,5,5,17,175,62,0,1,2,3,2,1,1,1
5,3,1,1,1,5,3,3,5,5,2,3,4,4,4,2,4,2,1,4,2,4,5,5,1,1,4,5,2,1,2,1,5,1,1,1,4,1,1,3,1,5,1,5,5,1,5,1,1,4,1,5,1,5,4,2,3,1,1,3,3,3,5,2,1,4,1,3,5,1,4,2,3,3,2,1,3,1,5,1,2,1,1,5,5,3,5,3,1,5,1,5,5,3,1,1,1,4,5,3,5,5,4,1,4,1,1,2,2,3,5,5,3,3,3,3,1,5,5,3,4,3,3,3,3,5,2,3,5,5,3,5,3,5,1,1,1,1,1,3,17,163,61,2,1,2,2,2,1,1,1
5,3,1,3,2,5,3,1,4,5,4,1,1,1,3,2,1,1,4,5,5,5,4,4,4,5,3,3,4,5,4,4,3,2,3,1,5,3,3,1,1,5,2,5,1,2,1,2,2,4,3,1,1,2,3,1,1,2,3,1,3,3,1,1,1,2,2,3,3,2,2,2,5,3,3,3,2,2,3,4,3,2,4,4,3,4,2,2,4,4,2,4,4,1,4,2,2,3,1,4,5,3,3,3,4,2,2,2,2,3,2,3,2,1,3,4,3,2,3,3,5,4,3,3,4,4,3,2,3,4,3,4,3,4,3,2,1,1,3,3,17,166,54,1,1,2,2,1,1,1,1
5,4,1,1,1,1,1,1,4,5,3,2,1,1,3,1,1,2,1,4,4,2,3,1,1,4,1,1,3,1,2,3,3,2,3,4,4,1,1,4,4,3,1,3,5,3,1,2,1,3,1,1,1,1,3,1,1,4,1,2,4,3,1,1,1,1,3,4,1,1,3,5,1,1,1,3,2,3,3,4,3,1,3,3,1,3,2,2,4,3,3,2,5,1,4,2,1,4,4,3,2,3,3,1,4,1,4,1,2,2,4,4,4,3,3,4,3,2,3,4,2,3,4,3,4,3,4,1,2,3,3,3,3,3,4,5,5,5,2,5,17,163,68,0,1,2,3,2,1,1,1
5,3,2,1,2,4,5,5,5,1,4,1,2,4,5,4,3,1,2,5,2,4,2,2,4,4,4,3,4,2,2,4,5,2,4,1,4,3,2,5,3,5,2,5,5,1,1,2,2,2,1,1,4,2,1,4,3,2,5,3,2,1,1,3,1,2,4,1,2,2,1,5,4,3,3,4,4,4,5,5,5,3,5,4,2,3,4,4,5,3,2,5,5,5,4,1,4,4,4,5,2,4,4,3,2,1,1,2,1,1,1,5,4,1,1,4,2,2,2,2,5,5,5,2,3,3,3,4,5,1,4,4,3,5,1,2,1,1,2,5,17,178,70,0,1,2,3,2,1,1,1
5,3,3,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,5,5,5,5,3,1,2,1,2,1,2,1,3,1,1,5,5,5,1,3,1,1,1,2,2,1,5,1,5,5,2,1,1,5,2,5,2,5,5,1,5,1,1,3,2,1,3,3,1,2,1,2,2,4,3,3,3,3,1,3,3,4,5,5,1,5,5,2,1,2,1,3,5,1,3,1,1,2,5,4,1,3,4,5,2,1,5,2,4,5,4,2,5,3,3,3,5,5,1,2,5,5,5,3,3,3,3,1,2,3,2,5,3,3,1,1,1,5,3,3,17,167,57,2,1,1,2,2,1,1,1
5,3,3,1,2,4,4,3,5,3,4,1,1,1,3,2,4,2,4,5,4,4,4,3,3,4,4,4,4,2,3,3,3,3,2,2,3,2,1,5,4,5,3,5,5,4,1,2,5,4,1,2,2,1,1,2,1,2,5,2,4,3,3,1,1,1,1,2,2,2,2,4,3,4,3,3,2,2,3,4,4,3,3,4,2,4,3,3,4,4,3,4,4,2,3,2,2,4,3,3,2,2,3,4,2,2,2,2,2,2,3,4,3,3,2,4,4,2,3,2,2,5,3,4,3,2,3,4,3,2,2,4,3,4,2,1,2,2,4,4,17,158,57,1,1,2,3,1,2,2,1
5,3,4,2,3,3,2,4,4,1,2,4,2,2,3,2,2,3,1,5,4,5,4,4,2,4,5,4,3,1,2,3,2,2,2,1,4,4,4,3,2,1,2,3,2,1,3,1,2,4,3,1,1,5,3,2,5,5,3,2,5,2,4,3,2,2,2,2,3,3,4,4,3,3,1,3,4,3,4,3,4,4,4,4,3,3,3,3,4,2,1,5,5,3,3,1,5,5,4,5,3,3,4,5,3,2,3,1,1,2,4,4,4,4,5,4,5,4,5,4,5,5,5,3,3,1,3,1,4,2,3,3,3,2,5,4,4,5,3,4,17,160,60,1,1,2,2,1,1,1,1
5,5,3,2,3,3,3,2,5,2,2,5,1,5,5,1,2,4,1,5,2,1,5,3,3,5,2,2,2,5,2,2,3,2,3,5,5,2,1,5,2,4,3,3,5,2,5,3,3,3,5,3,4,1,5,4,3,2,4,3,5,5,5,1,1,2,1,3,3,1,1,1,2,2,3,5,3,2,1,1,1,5,4,5,5,5,3,3,3,1,1,5,5,1,1,4,2,3,1,3,4,4,5,5,3,3,4,1,2,3,5,3,3,2,3,1,5,3,5,3,4,3,1,4,5,5,4,1,2,2,3,3,3,3,3,3,4,3,4,5,17,182,92,1,2,2,3,2,2,2,1
5,5,4,3,2,3,3,4,4,2,2,4,4,4,3,2,2,4,2,5,5,4,5,3,4,5,3,3,4,2,3,5,2,2,3,2,3,5,4,3,3,2,2,2,2,2,5,3,4,4,4,4,2,3,5,2,2,3,5,5,5,4,3,1,1,1,3,1,2,1,1,2,2,4,3,3,4,3,4,3,4,2,4,4,4,5,4,3,2,3,3,4,3,4,5,4,4,5,5,4,4,4,4,5,4,3,3,1,3,4,2,5,2,5,3,2,1,4,2,5,2,5,2,3,1,5,4,3,2,5,2,3,3,3,3,2,5,2,4,2,17,185,73,1,2,2,2,1,1,1,1
5,4,3,1,2,3,2,5,3,1,2,3,3,3,2,3,1,4,2,5,5,4,5,3,4,1,3,5,5,1,3,1,1,3,5,5,3,4,1,3,5,1,3,3,4,1,2,1,1,4,1,1,1,1,1,2,3,2,5,1,4,1,4,4,1,1,4,5,5,4,1,5,3,3,2,3,3,3,4,5,3,2,5,4,1,3,3,1,3,4,1,2,4,1,2,3,1,1,5,2,5,4,2,4,3,1,3,1,2,2,3,3,4,1,3,3,2,3,2,2,5,3,2,4,3,2,3,2,5,4,4,4,3,5,2,3,1,1,2,1,17,170,60,1,2,1,3,1,1,1,1
5,3,5,1,2,3,2,3,3,1,1,5,2,2,1,2,1,5,3,5,2,2,5,1,2,5,5,5,5,3,4,3,3,4,4,5,3,3,5,1,1,1,1,1,1,4,5,1,3,5,2,1,1,1,5,4,4,1,5,2,5,5,5,3,1,1,4,3,1,1,1,1,2,4,1,4,3,3,1,1,5,3,5,5,1,5,5,2,5,2,1,1,3,1,1,1,5,5,5,2,5,5,4,5,4,2,5,3,1,1,1,5,5,3,5,1,3,5,5,5,5,1,1,5,4,5,5,1,5,5,1,1,3,1,1,3,4,3,4,2,17,182,76,2,2,2,3,1,1,2,1
5,4,1,1,1,1,1,3,3,1,1,5,5,1,3,1,2,4,1,5,3,4,5,3,4,3,2,1,3,2,5,5,5,2,1,1,5,4,1,1,1,3,4,1,1,1,4,3,1,3,1,1,1,5,3,1,2,3,2,1,5,3,5,1,2,2,1,1,3,3,1,4,1,1,1,1,3,3,1,1,2,1,3,3,5,3,4,2,5,2,1,2,5,1,4,1,2,4,2,2,5,1,4,4,4,2,3,1,1,3,2,2,3,3,3,4,4,4,3,3,2,3,3,3,3,5,3,1,5,3,3,1,3,1,2,4,5,3,1,3,17,185,70,1,2,2,2,2,1,1,1
5,4,5,2,1,2,3,5,2,1,1,3,2,3,3,1,2,4,1,5,5,5,5,5,2,1,5,5,3,1,3,3,2,2,2,1,4,3,4,3,1,2,3,4,1,1,3,2,1,5,1,1,1,4,5,1,3,5,1,3,5,5,5,1,5,4,1,5,2,3,3,5,2,3,3,3,3,1,2,2,5,1,4,3,3,5,5,2,3,2,1,2,5,4,3,2,3,5,3,2,5,5,5,3,3,2,3,1,3,3,5,2,4,5,5,3,4,5,3,5,3,3,4,4,5,5,4,3,5,4,4,5,3,3,5,5,5,5,5,5,17,170,65,2,1,2,2,1,1,1,1
5,3,5,3,2,1,1,4,2,4,2,3,2,1,2,3,1,5,1,4,5,5,3,3,3,5,5,5,4,5,5,4,3,4,4,3,5,4,3,4,2,3,3,2,3,3,5,2,1,5,1,2,1,3,5,3,3,3,3,2,3,5,5,1,1,1,2,2,2,1,5,3,3,4,2,4,3,3,3,3,4,1,4,4,3,4,3,1,1,1,3,4,2,4,3,4,4,4,4,2,4,4,4,3,3,3,3,2,3,3,4,4,4,3,3,4,2,4,4,2,4,3,2,2,3,3,3,3,3,3,3,2,2,4,2,2,3,3,3,1,17,180,78,1,2,1,2,1,2,2,1
5,3,2,3,3,4,2,3,5,4,3,1,3,4,4,5,3,1,1,5,5,5,5,3,1,3,4,4,4,1,2,3,5,4,5,4,5,4,5,5,5,5,4,5,5,3,4,5,4,4,2,4,3,5,3,2,1,2,3,4,5,5,4,3,2,2,1,1,1,1,1,4,4,3,3,3,4,2,4,3,5,1,4,4,3,3,2,2,4,4,1,5,5,2,5,2,4,2,5,4,5,3,4,3,4,1,2,2,1,2,2,5,3,4,3,3,4,4,4,4,4,4,3,3,3,2,3,5,5,3,3,2,3,3,2,3,1,1,3,5,17,158,70,0,1,2,3,2,2,2,1
5,3,3,2,2,3,4,3,1,1,2,2,4,4,2,3,5,2,2,5,2,3,5,3,3,4,3,3,4,4,4,5,2,3,2,2,5,4,3,3,1,5,5,5,2,3,1,2,1,4,2,1,1,1,3,1,2,3,4,4,4,2,1,2,2,1,1,1,3,1,3,1,2,3,2,4,4,4,2,5,4,1,4,4,1,4,3,2,1,5,1,5,4,1,5,2,4,5,5,1,2,3,3,2,3,1,3,3,2,4,4,3,4,4,2,3,4,3,2,2,4,5,2,4,4,3,3,4,3,3,4,3,2,4,2,3,2,4,2,4,17,157,46,1,1,2,3,1,1,2,1
5,3,3,1,1,4,4,4,4,3,3,4,3,1,1,3,4,4,4,5,4,5,3,2,1,1,4,5,4,2,3,4,5,3,2,4,5,3,4,5,5,4,5,5,5,5,3,4,2,3,5,1,4,1,5,1,5,5,5,3,5,4,2,3,2,1,3,1,3,4,4,5,4,2,3,5,4,2,4,3,5,3,5,4,3,5,3,1,2,1,2,2,5,2,3,2,3,3,3,1,5,5,3,3,3,1,4,1,2,1,5,2,4,3,2,3,4,5,3,4,4,1,3,4,5,1,4,1,1,5,4,2,3,3,5,4,5,5,3,5,17,174,55,1,1,2,3,1,2,2,1
5,1,3,3,4,4,4,5,5,3,4,4,3,4,5,1,4,4,1,5,4,4,5,5,5,5,5,5,3,2,5,3,5,4,3,2,5,1,5,3,2,1,3,4,2,1,5,3,5,5,3,3,4,4,4,3,3,5,5,2,5,5,5,1,1,3,1,1,3,1,1,1,1,1,1,1,5,2,1,1,1,5,5,5,1,5,3,5,2,3,1,1,5,1,5,5,5,5,5,3,5,5,1,5,5,3,5,1,2,5,5,2,5,5,4,3,3,4,3,5,5,5,1,5,5,5,5,3,5,5,3,5,3,1,5,5,5,5,5,5,17,175,60,2,2,2,3,1,2,2,1
5,3,2,5,4,3,3,3,5,2,2,1,3,3,5,4,2,1,2,5,1,3,4,3,5,3,5,5,4,2,4,3,4,4,3,1,4,2,2,3,1,5,2,5,2,3,1,3,3,5,5,5,3,4,2,2,2,4,3,1,4,3,5,1,1,4,3,5,4,4,1,4,4,4,3,4,5,2,1,1,2,4,3,4,3,3,3,3,2,2,5,5,4,3,1,3,2,5,3,5,4,2,5,5,4,2,3,1,3,3,3,5,5,3,3,5,4,3,4,4,5,5,4,4,4,4,3,1,1,3,3,3,3,1,5,5,4,4,2,4,17,163,49,3,1,1,2,2,2,2,1
4,3,3,1,1,1,1,2,4,3,3,3,1,1,3,4,1,4,1,5,1,3,5,3,3,4,3,3,5,1,4,3,1,1,1,3,5,3,1,1,3,1,5,5,1,1,2,1,3,4,1,1,1,5,5,1,2,5,3,1,5,5,4,1,1,1,3,5,5,5,1,1,3,3,3,3,2,1,1,1,2,1,5,4,3,3,4,2,5,3,5,5,3,1,3,2,3,1,1,1,5,2,1,3,3,5,4,3,1,1,5,2,1,3,3,4,3,3,3,1,4,3,1,4,4,5,3,5,5,5,3,1,4,1,5,5,5,5,5,5,17,183,75,3,2,2,2,1,1,1,1
5,3,2,1,1,1,1,2,4,4,5,3,4,1,3,2,1,2,1,4,5,3,3,3,4,5,2,2,2,3,4,4,3,1,1,2,3,2,1,2,3,1,2,4,2,3,3,1,1,5,1,2,1,2,5,2,2,3,2,2,5,5,5,2,3,3,1,3,3,1,1,2,2,2,1,2,2,1,2,1,4,2,3,3,4,4,4,3,4,4,1,3,3,4,3,5,4,5,3,4,3,3,5,4,3,1,4,1,2,2,5,5,4,5,4,3,1,2,4,4,3,4,4,3,4,5,3,2,5,4,2,2,3,2,3,2,5,4,2,1,17,165,65,3,1,2,2,1,1,1,1
5,4,1,1,1,3,4,1,5,5,5,1,2,1,5,3,2,2,2,5,3,4,5,4,3,5,5,4,5,1,3,5,4,3,1,1,4,3,5,3,1,4,3,4,3,4,3,5,1,5,3,4,3,3,5,2,1,4,4,5,5,5,4,1,5,3,1,5,1,1,2,1,1,1,3,3,4,2,1,1,5,1,2,4,1,4,3,3,2,4,1,3,5,1,3,1,1,5,4,3,5,4,4,3,4,3,4,1,3,1,5,5,3,5,3,5,3,4,3,4,1,5,5,4,5,3,3,5,5,4,4,3,3,1,4,5,5,4,5,5,17,173,66,1,1,2,2,1,2,1,1
5,5,1,1,1,1,3,1,4,4,5,1,4,1,2,1,1,1,1,5,5,3,5,1,4,5,3,4,2,1,3,4,5,1,1,1,1,2,1,3,1,4,3,4,5,1,2,1,5,5,1,1,3,2,4,1,1,1,1,1,3,5,5,2,1,1,5,1,1,1,1,3,5,1,1,1,1,1,1,1,5,1,4,1,5,1,3,3,5,1,1,5,5,1,4,1,1,1,5,5,3,2,1,4,3,1,2,2,1,2,5,5,3,2,3,4,1,4,5,1,5,1,1,1,1,4,3,1,5,4,2,2,4,1,2,1,2,1,1,1,17,168,67,1,2,2,2,2,2,2,1
5,4,4,3,2,2,2,4,3,3,2,5,2,2,3,3,2,4,2,4,2,3,4,2,2,4,3,3,4,2,4,4,4,2,3,3,4,3,2,3,3,2,3,1,4,3,3,2,2,3,1,1,1,5,5,1,2,2,2,2,3,5,4,1,1,2,2,1,1,1,4,3,4,3,2,2,2,3,1,3,2,1,4,3,2,4,2,2,1,1,1,3,4,1,4,3,3,5,4,3,3,2,2,2,4,2,3,2,3,3,5,3,4,3,3,1,5,4,2,2,2,4,1,4,5,3,3,2,3,4,4,3,3,2,2,3,4,2,2,2,17,178,80,1,2,2,2,1,2,2,1
5,3,3,3,3,3,3,4,3,2,2,5,4,3,3,3,3,3,3,5,3,3,5,3,5,5,3,5,4,3,5,2,2,2,2,2,5,3,1,2,2,1,1,2,1,1,3,1,1,3,1,2,1,3,2,1,1,2,2,1,5,2,3,2,2,3,4,2,2,2,5,2,3,4,3,2,3,2,3,2,3,1,4,3,4,3,3,2,4,3,2,5,4,2,4,3,2,4,4,4,4,4,5,3,3,2,3,3,3,2,4,4,3,4,3,3,3,4,4,3,3,3,4,3,3,5,3,3,4,3,3,2,4,4,2,2,3,2,3,3,17,175,76,2,2,2,3,1,1,1,1
5,3,5,2,2,2,2,3,3,3,3,4,4,4,4,3,3,2,2,5,4,3,5,4,3,2,3,4,4,2,2,3,4,2,1,1,4,3,3,3,4,3,4,5,2,3,2,2,1,4,5,4,3,3,2,1,4,4,3,4,5,4,5,1,2,2,2,5,2,1,1,1,3,4,3,4,3,3,5,4,4,5,4,3,4,4,4,3,5,5,4,4,4,1,3,3,3,5,5,4,4,4,4,3,4,3,2,3,2,3,4,5,3,3,2,2,4,3,4,4,4,4,3,4,3,3,3,3,4,2,3,3,3,2,4,4,4,4,4,4,17,174,56,1,1,2,1,1,1,1,1
5,3,4,2,2,2,3,3,4,4,2,4,2,4,5,5,4,2,2,5,3,4,5,4,3,3,5,4,2,2,2,3,2,1,1,1,4,3,1,1,1,4,3,5,1,1,5,2,1,3,4,1,1,1,4,1,2,4,2,2,5,4,3,1,2,2,2,5,5,4,3,3,4,1,1,2,2,1,4,3,1,5,4,4,3,4,2,2,2,3,2,4,4,2,5,2,5,5,5,4,5,3,3,5,3,5,5,3,3,2,4,2,3,5,4,1,5,4,5,3,3,3,1,4,5,5,5,5,5,3,3,4,2,2,4,3,4,5,4,5,17,168,70,0,1,2,4,2,1,2,1
5,3,3,2,2,2,2,3,5,5,3,4,3,4,4,5,4,2,2,5,3,4,5,4,2,2,5,4,2,2,3,2,2,2,1,1,3,3,1,1,1,3,3,5,1,1,5,3,2,4,3,1,1,1,3,1,4,5,2,3,5,5,3,1,2,2,2,1,1,2,3,2,4,1,1,3,3,2,3,3,2,5,4,4,3,4,2,2,4,3,2,4,5,2,5,2,5,5,5,3,5,3,3,5,3,5,5,3,3,2,5,3,4,5,4,2,5,3,3,3,4,3,1,3,4,5,4,5,5,4,3,3,2,2,3,3,5,4,4,5,17,167,70,0,1,2,4,2,1,2,1
5,3,1,1,1,4,3,4,4,2,1,1,1,3,3,3,1,1,1,5,3,3,4,3,3,1,3,3,3,1,3,3,3,1,3,1,4,1,1,4,3,3,3,5,1,1,2,5,1,5,3,2,2,4,1,3,1,3,1,4,5,1,5,1,1,1,2,3,4,1,1,3,3,4,3,3,3,5,3,3,1,1,5,3,1,4,2,1,1,3,1,1,3,1,4,1,4,5,3,3,3,3,2,2,4,2,3,1,2,4,4,3,3,3,2,3,3,2,3,3,4,3,4,4,4,3,3,2,3,3,3,3,3,3,3,3,4,3,3,3,17,173,54,1,1,2,2,1,1,1,1
5,4,3,2,2,4,3,5,5,4,5,2,3,5,3,3,2,2,4,5,3,3,5,2,4,3,3,2,4,4,5,3,3,2,1,1,4,4,1,5,5,3,4,5,4,2,3,3,2,5,2,5,2,5,5,3,3,3,3,4,5,3,4,3,3,2,1,5,1,1,3,3,2,3,3,3,3,2,3,3,2,2,3,4,5,4,4,3,3,4,2,4,3,3,4,1,4,5,3,4,4,3,4,5,2,2,3,3,3,3,3,3,4,2,2,4,4,3,3,4,4,5,3,3,3,4,3,4,1,4,3,4,2,3,3,2,3,3,2,4,17,171,57,1,1,2,3,1,1,1,1
4,3,5,2,2,2,2,4,4,2,1,5,2,3,3,3,3,2,1,5,3,5,5,2,4,5,3,3,4,3,5,4,3,5,3,2,5,4,5,3,1,3,5,4,3,4,5,3,4,4,3,3,2,3,5,3,4,4,4,3,5,5,4,1,1,1,1,3,5,3,3,1,3,4,3,4,3,2,4,3,4,4,4,4,3,4,3,2,2,4,4,3,4,2,3,1,3,2,4,2,3,3,4,5,3,3,5,1,2,2,2,4,3,3,4,4,3,3,1,3,3,3,2,3,4,4,3,4,4,4,4,3,2,3,4,4,4,4,4,4,17,182,84,1,2,2,3,1,1,2,1
5,3,2,4,4,1,1,1,5,3,3,1,1,3,5,5,1,1,1,5,1,1,5,3,5,5,3,3,3,3,4,4,4,1,1,1,4,3,1,3,2,1,4,5,3,4,1,3,1,5,1,5,3,3,3,1,3,3,3,2,4,2,4,3,1,1,3,3,3,3,1,2,3,4,3,3,3,3,1,3,3,4,3,3,3,3,1,1,2,3,1,5,5,1,5,3,3,3,3,3,3,1,5,4,3,1,3,2,1,4,3,3,4,3,3,4,3,3,3,4,3,5,3,3,3,3,3,1,1,3,3,3,3,3,3,3,2,3,2,3,17,175,64,0,2,2,3,2,1,2,1
5,4,4,2,2,2,2,3,5,5,3,4,3,5,4,4,4,2,2,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,4,4,2,2,2,4,1,3,3,2,2,5,5,4,2,2,2,2,5,5,4,3,2,4,1,1,3,3,2,4,2,3,5,4,4,2,4,2,2,5,3,3,4,5,3,5,2,5,5,5,4,5,4,4,4,3,5,5,3,3,2,5,3,3,4,3,2,5,3,4,3,2,4,1,4,5,5,4,5,5,4,3,2,2,3,3,3,4,4,4,5,17,168,70,0,1,2,4,2,1,2,1
5,3,3,3,4,4,4,3,3,2,2,4,2,5,3,4,2,3,3,5,1,1,5,3,1,3,5,5,5,3,3,5,5,4,2,2,5,3,3,3,2,5,2,4,2,2,2,5,4,5,5,1,2,4,5,5,3,5,4,5,5,2,5,1,3,3,2,5,2,1,1,4,1,3,3,5,5,4,5,5,5,3,4,5,1,5,5,1,1,3,1,1,5,2,5,1,5,5,5,1,5,4,3,5,3,1,5,3,3,1,3,1,5,3,3,5,3,3,1,5,2,1,5,4,5,1,5,4,4,5,3,5,2,2,5,3,5,5,3,5,17,167,48,0,1,2,3,2,2,2,1
5,3,2,3,4,4,4,3,5,5,5,2,5,5,5,5,4,2,3,5,5,4,5,3,5,3,3,4,5,5,4,2,5,1,3,3,5,4,3,5,4,5,3,5,5,3,3,5,1,3,1,2,5,3,3,4,2,4,5,3,5,3,5,2,4,5,4,2,1,1,3,3,3,3,3,3,3,1,3,3,3,1,4,5,1,5,3,1,2,3,1,5,5,4,5,4,4,5,4,3,5,3,3,2,5,4,4,2,2,5,5,2,4,4,2,3,4,4,1,4,2,4,3,4,5,1,4,1,1,4,4,3,4,4,4,1,4,4,4,2,17,170,55,3,1,2,3,1,2,2,1
5,3,4,1,1,2,4,4,3,1,4,4,1,1,3,1,1,1,1,5,4,4,5,4,2,5,3,5,1,2,5,1,1,2,4,3,4,4,1,5,5,3,4,3,5,1,1,1,4,5,1,1,1,2,5,1,1,4,4,5,5,3,1,3,2,1,1,3,4,2,4,2,1,3,2,3,2,5,3,5,4,4,5,4,1,4,3,1,1,3,1,2,4,1,4,2,2,4,5,2,3,4,3,4,3,1,4,2,3,2,4,2,4,3,2,4,5,4,4,5,5,4,2,4,1,2,4,1,2,3,3,2,3,5,5,5,2,4,2,5,17,185,70,2,2,2,3,1,1,1,1
5,4,4,3,1,3,5,5,5,5,5,3,4,2,5,4,3,3,3,2,2,2,3,3,2,2,4,5,4,1,2,5,4,3,1,1,5,3,3,4,4,5,5,5,3,2,1,5,3,4,4,5,4,3,4,1,5,5,2,4,5,3,4,4,4,3,3,5,5,5,5,5,4,2,3,5,4,5,3,4,3,3,5,5,1,5,2,3,1,4,1,4,3,4,4,1,4,5,4,3,2,5,4,3,3,3,5,2,2,1,2,3,5,2,3,5,5,4,2,4,5,3,5,3,5,1,3,5,4,5,4,4,3,3,5,4,4,5,2,4,17,165,53,3,1,1,2,1,1,1,1
